humidity,weathersit,holiday,season,atemp,temperature,hr,total,day,month,year
66,1,0,3,0.803,0.8,21,242,20,7,2011
27,1,0,1,0.5,0.52,17,498,11,3,2012
64,1,0,1,0.1818,0.16,9,43,12,2,2011
83,1,0,3,0.5758,0.62,4,12,27,8,2012
65,2,0,1,0.2576,0.24,23,59,28,12,2012
75,3,1,1,0.197,0.22,21,34,21,2,2011
71,1,0,1,0.3939,0.38,4,10,31,12,2011
71,1,0,4,0.3485,0.36,3,7,21,10,2011
55,1,0,4,0.2424,0.22,2,41,18,12,2011
56,1,0,1,0.2576,0.28,10,129,3,2,2012
76,1,1,1,0.3333,0.32,12,114,25,12,2012
41,1,0,1,0.2273,0.24,17,144,14,1,2012
37,1,0,3,0.8182,0.9,20,276,7,7,2012
68,1,0,2,0.4848,0.5,3,1,15,6,2011
69,1,0,4,0.6061,0.62,10,539,6,10,2012
55,1,0,1,0.2121,0.22,7,101,20,1,2011
68,1,0,4,0.5152,0.54,2,6,24,10,2012
73,1,0,2,0.6061,0.64,10,125,25,4,2011
88,3,0,2,0.5606,0.62,6,141,1,6,2012
66,2,0,1,0.3485,0.36,13,75,2,1,2011
54,1,0,2,0.4091,0.4,7,48,30,4,2011
30,1,0,2,0.5303,0.56,16,391,9,4,2012
18,1,0,2,0.4848,0.5,19,482,24,4,2012
28,1,0,1,0.4697,0.48,15,399,3,3,2012
48,1,0,3,0.6667,0.72,10,332,26,6,2011
44,1,0,1,0.4242,0.42,15,182,12,3,2011
83,2,0,2,0.5606,0.6,8,454,17,6,2011
83,1,0,4,0.5,0.52,23,178,26,10,2012
83,1,0,2,0.5303,0.56,19,283,23,4,2011
59,1,0,4,0.5,0.52,21,206,15,10,2012
68,1,0,2,0.5152,0.54,0,73,27,4,2012
82,2,0,2,0.4545,0.46,7,23,8,5,2011
25,1,0,1,0.3485,0.34,15,72,23,2,2011
62,2,0,3,0.6818,0.72,11,216,9,7,2012
61,1,0,2,0.6061,0.62,16,290,17,5,2011
64,1,0,1,0.2576,0.2,0,6,5,1,2011
64,1,0,4,0.6061,0.6,10,168,30,9,2011
74,1,0,3,0.6212,0.66,4,8,28,6,2011
88,3,0,2,0.5455,0.6,22,23,1,6,2012
55,2,0,3,0.7273,0.78,10,417,1,9,2012
83,1,0,3,0.6061,0.66,5,42,10,7,2012
37,1,0,3,0.6667,0.76,16,641,18,8,2012
21,1,0,3,0.697,0.82,15,381,1,7,2011
51,1,0,2,0.4848,0.5,10,89,14,4,2011
46,2,0,3,0.7576,0.82,20,288,2,8,2011
66,2,0,3,0.7576,0.78,20,389,3,8,2012
70,1,0,3,0.697,0.74,1,25,17,7,2012
61,1,0,4,0.2576,0.28,9,149,10,12,2011
93,3,0,4,0.3485,0.36,16,253,9,12,2012
40,1,0,2,0.3939,0.38,18,267,5,4,2011
81,1,0,4,0.303,0.26,1,13,31,10,2011
41,1,0,3,0.7879,0.86,13,281,9,8,2012
55,1,0,4,0.4545,0.46,12,189,2,11,2011
55,1,0,3,0.7576,0.8,12,404,3,7,2011
47,1,0,3,0.7727,0.84,12,202,28,6,2011
67,1,0,1,0.4545,0.46,21,180,17,1,2012
51,1,0,4,0.4697,0.48,16,266,2,11,2011
83,1,0,4,0.5,0.52,6,123,11,10,2011
36,1,0,1,0.303,0.32,14,136,6,3,2012
53,1,0,4,0.303,0.32,1,20,9,11,2012
88,1,0,2,0.5606,0.62,22,175,17,6,2011
53,1,0,4,0.3485,0.34,19,253,17,11,2012
88,1,0,2,0.5152,0.54,7,40,22,5,2011
26,1,0,2,0.4242,0.42,0,94,7,4,2012
55,2,0,3,0.7576,0.8,17,529,22,6,2011
54,1,0,3,0.6667,0.72,3,5,28,7,2011
93,2,0,1,0.197,0.18,9,195,10,1,2012
52,2,0,1,0.2879,0.3,12,172,14,2,2012
36,1,0,2,0.2879,0.3,12,227,26,3,2011
47,1,0,2,0.4242,0.42,21,184,21,4,2011
65,1,0,3,0.6061,0.64,1,23,30,8,2012
54,2,0,2,0.6667,0.72,14,145,11,4,2011
57,2,0,3,0.6515,0.7,11,150,27,6,2011
28,1,0,3,0.697,0.8,19,375,27,7,2011
47,2,0,1,0.1364,0.16,5,5,15,1,2012
88,2,0,4,0.4394,0.44,10,117,10,11,2011
52,1,0,4,0.2879,0.3,20,268,12,12,2012
65,1,0,2,0.6515,0.7,12,292,19,6,2012
27,1,0,1,0.2273,0.22,15,206,15,1,2012
88,1,0,4,0.5606,0.62,22,104,25,9,2011
54,1,0,2,0.6515,0.7,17,643,4,5,2012
72,2,0,4,0.4848,0.5,20,360,9,10,2012
32,1,0,1,0.1818,0.2,18,152,8,2,2011
87,3,0,4,0.2727,0.3,1,18,29,10,2011
65,1,0,3,0.6515,0.7,0,35,11,7,2011
28,1,0,3,0.697,0.8,16,484,25,7,2012
51,1,0,1,0.197,0.2,0,13,3,1,2012
71,1,0,2,0.3636,0.36,3,9,6,5,2011
41,1,0,4,0.2727,0.28,17,181,25,11,2012
67,1,0,2,0.4242,0.42,21,117,13,4,2011
87,1,0,4,0.2121,0.24,19,39,29,10,2011
88,2,0,4,0.5455,0.6,5,22,29,9,2011
71,1,0,3,0.4091,0.4,3,6,16,9,2011
39,1,0,4,0.6212,0.66,17,967,25,9,2012
65,1,0,4,0.2727,0.26,4,9,4,11,2012
87,1,0,4,0.4091,0.4,0,24,10,11,2011
82,3,0,4,0.4091,0.4,16,333,7,10,2012
79,1,0,3,0.697,0.72,18,351,14,7,2012
27,1,0,2,0.3485,0.36,13,211,27,3,2012
49,1,0,3,0.7121,0.78,17,872,10,7,2012
43,2,0,2,0.7273,0.8,12,261,11,6,2012
87,1,0,4,0.3939,0.38,3,8,3,12,2012
52,2,0,1,0.3333,0.3,14,142,29,12,2011
88,2,0,4,0.5455,0.6,1,124,25,9,2011
83,2,0,3,0.5152,0.54,7,172,6,9,2011
33,1,0,1,0.2727,0.3,14,105,18,1,2012
74,1,0,3,0.6212,0.66,0,54,5,8,2011
94,1,0,2,0.5152,0.54,6,158,16,5,2012
84,2,0,3,0.6667,0.7,3,30,27,8,2011
65,2,0,2,0.6364,0.68,1,16,12,6,2012
87,1,0,1,0.3333,0.32,21,63,27,12,2011
61,1,0,1,0.2727,0.28,1,10,8,2,2012
57,1,0,2,0.6515,0.7,17,306,22,5,2011
56,1,0,3,0.7879,0.82,8,104,24,7,2011
46,2,0,4,0.3333,0.36,21,156,2,11,2012
74,1,0,3,0.6667,0.7,0,64,24,7,2012
45,1,0,4,0.4848,0.5,12,240,21,10,2011
55,2,0,3,0.7273,0.78,11,215,30,7,2012
73,1,0,3,0.5909,0.62,4,8,30,8,2012
100,3,0,1,0.4091,0.4,17,79,28,2,2011
64,1,0,2,0.5303,0.56,21,195,20,5,2011
83,1,0,3,0.6061,0.66,6,102,25,8,2011
54,1,0,3,0.6667,0.72,14,275,20,8,2012
22,1,0,2,0.303,0.3,19,173,28,3,2011
83,3,0,4,0.6061,0.66,18,524,28,9,2011
77,2,0,1,0.4394,0.44,23,44,5,3,2011
81,1,0,1,0.2576,0.24,5,4,4,2,2012
47,1,0,2,0.803,0.86,12,180,20,6,2012
40,2,0,2,0.4091,0.4,13,163,11,4,2012
23,1,0,2,0.5,0.52,23,131,4,4,2012
71,3,0,4,0.4091,0.4,9,86,7,10,2012
39,2,0,3,0.6364,0.7,13,218,29,8,2011
88,2,0,1,0.4545,0.46,23,39,1,1,2011
37,1,0,1,0.1818,0.22,4,1,15,2,2011
94,3,0,4,0.4545,0.46,1,12,21,11,2011
86,1,0,4,0.2424,0.18,5,20,13,12,2011
88,1,0,4,0.5455,0.6,23,93,27,9,2011
59,1,0,2,0.4848,0.5,1,35,27,4,2012
87,2,0,4,0.3333,0.3,10,293,2,12,2012
56,1,0,1,0.2576,0.28,3,4,3,2,2012
46,1,0,1,0.3939,0.38,19,281,10,1,2012
49,1,0,1,0.3485,0.34,22,119,3,2,2012
54,1,0,4,0.5303,0.56,1,17,17,10,2011
23,1,0,1,0.303,0.26,16,71,3,3,2011
52,1,0,3,0.697,0.76,17,599,14,9,2011
62,1,0,3,0.7121,0.76,0,46,13,7,2011
78,1,0,2,0.6061,0.66,23,92,19,6,2011
78,2,0,4,0.6061,0.66,14,347,25,9,2011
44,3,0,2,0.4697,0.48,9,265,18,4,2012
93,3,0,1,0.3333,0.34,0,3,12,1,2012
70,2,0,1,0.303,0.3,0,23,16,2,2012
52,1,0,3,0.7424,0.8,13,280,1,8,2012
45,2,0,1,0.303,0.3,14,81,20,1,2011
52,1,0,4,0.5,0.52,12,203,8,11,2011
49,1,0,2,0.6212,0.6,8,665,4,6,2012
57,2,0,4,0.4394,0.44,14,224,20,11,2012
51,1,0,3,0.6667,0.74,20,483,11,7,2012
41,1,0,2,0.6364,0.68,22,291,8,6,2012
33,1,0,2,0.3182,0.32,5,2,7,4,2012
86,2,0,1,0.197,0.16,7,60,28,1,2011
40,1,0,3,0.697,0.78,13,543,12,8,2012
56,1,0,3,0.6212,0.62,0,38,24,8,2011
44,2,0,1,0.2576,0.22,23,20,15,2,2011
47,1,0,1,0.197,0.22,21,63,2,2,2011
83,1,0,3,0.6061,0.66,5,37,3,8,2012
68,1,1,2,0.5455,0.58,3,8,16,4,2012
0,2,0,1,0.3333,0.34,22,34,10,3,2011
49,2,0,3,0.7121,0.78,13,294,15,8,2012
86,3,0,1,0.1818,0.2,8,31,26,12,2012
31,1,1,2,0.697,0.8,18,676,16,4,2012
35,1,0,2,0.4242,0.42,10,246,5,4,2012
87,3,0,1,0.2576,0.24,17,155,8,2,2012
43,1,0,2,0.5303,0.56,20,219,7,5,2011
35,1,1,3,0.8485,0.92,17,414,4,7,2012
100,3,0,1,0.2273,0.22,11,47,5,2,2011
43,1,0,3,0.7424,0.82,21,258,12,7,2011
62,3,0,3,0.6818,0.74,19,614,31,7,2012
43,1,0,1,0.1515,0.18,10,52,3,2,2011
51,1,0,1,0.2121,0.18,22,41,3,2,2011
38,1,0,3,0.7121,0.8,16,411,11,7,2012
67,1,0,1,0.4394,0.44,21,174,12,1,2012
60,1,0,1,0.6061,0.6,13,233,13,3,2012
54,1,0,1,0.1212,0.12,7,17,15,1,2012
51,1,0,4,0.4545,0.46,23,67,13,11,2011
24,1,0,4,0.4091,0.4,12,235,8,11,2012
67,1,0,4,0.4697,0.48,10,126,4,10,2011
55,1,0,4,0.4545,0.46,0,106,15,10,2011
51,1,0,3,0.6667,0.74,17,530,15,8,2011
71,1,0,4,0.4091,0.4,13,431,2,12,2012
94,3,0,3,0.5455,0.62,20,160,21,9,2011
94,3,0,3,0.5152,0.6,0,13,18,9,2012
68,2,0,2,0.5455,0.58,3,2,14,5,2012
82,2,0,2,0.4545,0.46,18,159,1,5,2011
45,2,0,1,0.2727,0.28,14,247,31,12,2012
47,2,0,1,0.1818,0.22,18,108,11,2,2012
94,2,0,3,0.5909,0.66,2,17,23,7,2012
87,2,0,2,0.3333,0.34,11,71,23,3,2011
52,1,0,3,0.697,0.76,22,274,28,6,2012
53,2,0,2,0.3333,0.34,4,5,13,4,2012
44,1,0,2,0.2576,0.26,23,19,27,3,2011
46,1,0,2,0.6212,0.6,11,125,9,5,2011
43,2,0,4,0.5303,0.56,14,270,17,10,2012
28,1,0,3,0.6364,0.7,15,326,11,9,2012
61,1,0,4,0.2727,0.3,12,141,19,12,2011
70,1,0,3,0.6818,0.72,21,225,20,8,2011
46,1,0,1,0.3333,0.34,20,201,6,2,2012
93,2,0,1,0.2273,0.16,10,47,1,2,2011
52,1,0,3,0.7727,0.82,20,292,30,6,2012
83,2,0,2,0.5,0.52,22,132,13,5,2011
54,2,0,2,0.3939,0.38,12,270,30,3,2012
54,1,0,1,0.3939,0.38,2,9,12,3,2012
41,1,0,3,0.7424,0.82,17,858,6,8,2012
44,2,0,1,0.0303,0.02,6,2,22,1,2011
56,1,0,1,0.2879,0.3,2,4,29,2,2012
37,1,0,1,0.197,0.22,10,57,5,1,2011
42,1,0,3,0.8485,0.9,11,183,18,7,2012
37,1,0,1,0.4091,0.4,11,139,31,1,2012
41,1,0,1,0.2576,0.28,11,159,22,12,2012
93,1,0,4,0.3485,0.36,10,123,7,11,2011
55,1,0,3,0.7576,0.8,22,244,17,7,2012
61,1,0,4,0.6061,0.62,11,158,29,9,2011
69,1,0,1,0.1515,0.14,8,196,31,12,2012
48,1,0,3,0.6667,0.72,20,435,28,8,2012
74,2,0,1,0.1667,0.18,22,59,21,1,2012
43,1,0,1,0.4091,0.4,13,384,18,2,2012
57,1,0,4,0.4242,0.42,23,186,11,10,2012
63,1,0,1,0.4545,0.46,20,180,17,1,2012
54,1,0,3,0.6515,0.7,18,571,12,9,2011
65,1,0,3,0.6212,0.66,8,754,30,8,2012
94,3,0,4,0.4091,0.4,6,6,9,12,2012
42,2,0,4,0.3636,0.34,13,238,12,12,2012
44,1,0,4,0.2727,0.22,3,8,25,11,2012
100,2,0,2,0.4697,0.48,4,6,22,3,2012
80,2,0,1,0.197,0.18,10,61,8,1,2011
55,1,0,2,0.6818,0.74,15,374,28,5,2011
47,1,0,1,0.1667,0.18,22,78,18,1,2012
87,2,0,2,0.3333,0.34,10,133,9,4,2011
76,1,0,4,0.3636,0.36,23,57,2,11,2011
83,3,0,2,0.5455,0.58,3,6,15,5,2012
56,1,0,3,0.6212,0.62,8,404,29,8,2011
83,1,0,4,0.5303,0.56,8,206,6,10,2012
77,1,0,4,0.4697,0.48,11,207,4,12,2012
30,2,0,2,0.6515,0.74,18,341,4,6,2011
69,2,0,1,0.2273,0.16,22,36,14,1,2011
40,1,1,1,0.3939,0.38,14,153,26,12,2011
76,2,0,1,0.4091,0.4,7,1,2,1,2011
47,1,0,1,0.1515,0.16,1,50,14,1,2012
39,1,0,2,0.6212,0.66,20,314,3,6,2012
28,1,0,3,0.7273,0.84,14,127,27,7,2011
75,1,0,4,0.2879,0.24,7,22,30,10,2011
79,3,0,3,0.6364,0.68,16,150,3,8,2011
46,1,0,2,0.6212,0.6,16,385,8,5,2011
74,2,0,3,0.6212,0.66,14,179,21,9,2011
73,3,0,2,0.6061,0.64,20,263,15,5,2012
70,1,0,3,0.6515,0.7,6,116,28,7,2011
65,1,0,2,0.6061,0.64,15,256,2,5,2012
25,1,0,1,0.3333,0.36,15,310,29,1,2012
74,1,0,3,0.6212,0.66,1,116,11,8,2012
57,2,0,4,0.4394,0.44,14,138,20,12,2011
65,2,1,1,0.2879,0.3,21,34,25,12,2012
76,2,0,1,0.2879,0.32,11,59,9,3,2011
55,1,0,4,0.4545,0.46,17,360,22,10,2011
39,1,0,1,0.0909,0.14,16,136,3,1,2012
69,1,0,4,0.2273,0.2,8,636,14,12,2012
74,2,0,3,0.6667,0.7,16,281,13,8,2011
65,1,0,4,0.6515,0.7,20,497,3,10,2012
52,1,0,3,0.697,0.76,16,277,14,9,2011
88,1,0,4,0.4242,0.42,5,8,8,10,2011
100,2,0,4,0.5,0.6,17,99,23,9,2011
62,2,0,1,0.4091,0.4,1,35,31,12,2011
94,3,0,3,0.5455,0.62,1,4,8,9,2011
94,3,0,3,0.5455,0.62,8,195,8,9,2011
94,1,0,3,0.5606,0.64,12,75,9,9,2011
81,2,0,4,0.3182,0.3,1,8,31,10,2012
48,1,0,3,0.6818,0.76,15,316,22,8,2012
38,1,0,2,0.6212,0.64,17,834,4,6,2012
40,1,0,3,0.6818,0.76,12,360,29,8,2012
70,2,0,1,0.3333,0.3,1,5,16,2,2012
72,2,0,4,0.4848,0.5,19,286,15,11,2011
87,1,0,4,0.3485,0.32,0,19,2,11,2011
88,2,0,4,0.5,0.52,6,144,26,10,2012
100,2,0,1,0.197,0.22,22,10,6,3,2011
59,1,0,2,0.4545,0.46,19,226,7,4,2011
33,1,0,1,0.4545,0.46,19,272,6,1,2012
83,2,0,3,0.6061,0.66,13,193,22,9,2011
40,2,0,1,0.1818,0.2,13,54,10,1,2011
70,1,0,1,0.2879,0.24,7,41,18,2,2012
86,2,0,1,0.2424,0.18,11,51,1,2,2011
79,2,0,3,0.6667,0.7,4,7,23,6,2011
60,2,0,4,0.2424,0.26,9,368,7,11,2012
31,1,0,2,0.6212,0.66,17,852,17,5,2012
46,2,0,4,0.3333,0.36,20,221,2,11,2012
100,2,0,4,0.5,0.6,2,20,23,9,2011
88,2,0,4,0.4394,0.44,9,208,28,11,2011
40,1,0,2,0.3333,0.36,10,238,6,4,2012
83,1,0,3,0.6061,0.66,23,208,28,7,2012
52,1,0,4,0.5152,0.54,11,291,10,10,2012
74,1,0,3,0.6667,0.7,7,421,3,8,2012
55,1,0,3,0.7273,0.78,16,467,10,8,2012
34,1,0,3,0.6515,0.72,9,205,12,8,2011
52,1,0,1,0.3182,0.3,19,25,24,12,2011
42,1,0,3,0.6667,0.74,11,449,12,8,2012
83,3,0,3,0.6364,0.68,23,123,8,7,2012
77,2,0,1,0.4242,0.42,22,63,5,3,2011
75,2,0,1,0.2879,0.28,0,25,26,1,2012
49,1,0,1,0.3182,0.32,17,114,23,12,2012
83,1,0,3,0.5303,0.56,5,24,12,9,2011
43,1,0,1,0.197,0.18,9,111,29,1,2012
41,1,0,3,0.7424,0.82,14,255,14,8,2012
81,2,0,2,0.303,0.32,3,1,23,4,2012
45,1,0,3,0.6515,0.72,20,300,12,8,2012
66,1,0,1,0.3182,0.32,11,171,30,12,2011
72,2,0,2,0.4848,0.5,15,266,1,5,2011
25,1,0,1,0.4848,0.5,18,303,3,3,2012
61,2,0,1,0.3333,0.3,3,1,16,2,2012
81,1,0,1,0.3333,0.3,9,314,2,3,2012
79,2,1,3,0.6364,0.68,15,253,5,9,2011
42,1,0,1,0.1061,0.12,10,35,10,2,2011
80,1,0,4,0.1667,0.16,7,223,13,12,2011
56,1,0,1,0.2576,0.26,23,64,26,2,2012
75,3,0,1,0.197,0.22,16,146,11,2,2012
83,1,0,2,0.5758,0.64,0,116,26,5,2012
87,2,0,1,0.2424,0.24,0,61,5,2,2012
38,1,0,4,0.4545,0.46,17,528,13,10,2012
69,1,0,3,0.5909,0.6,0,32,31,8,2011
30,1,0,2,0.6515,0.74,15,333,7,6,2012
30,1,0,3,0.7121,0.82,12,169,27,7,2011
37,1,0,3,0.8182,0.9,15,450,5,8,2012
66,1,0,3,0.697,0.74,3,4,18,7,2012
42,1,0,2,0.6364,0.7,13,393,15,6,2012
61,3,0,2,0.6515,0.7,20,204,29,5,2012
42,1,0,3,0.8182,0.88,15,489,4,8,2012
56,1,1,4,0.303,0.32,1,19,11,11,2011
93,2,0,1,0.3333,0.32,5,6,25,2,2011
25,1,0,1,0.2576,0.22,13,80,3,3,2011
40,1,0,1,0.2576,0.2,10,51,23,2,2011
75,2,0,4,0.2576,0.26,2,1,28,11,2012
49,1,0,2,0.5152,0.54,21,182,7,5,2011
17,1,0,1,0.3939,0.38,7,22,19,2,2011
67,2,0,4,0.4242,0.42,10,185,7,10,2012
100,3,0,1,0.2273,0.2,5,9,5,2,2011
30,1,0,3,0.8636,0.96,15,169,29,7,2011
28,1,0,3,0.8333,0.94,18,277,7,7,2012
35,1,0,2,0.8485,0.92,17,506,8,6,2011
76,3,0,2,0.3182,0.34,1,7,23,3,2011
65,1,0,1,0.2121,0.24,8,256,2,3,2011
34,1,0,1,0.1212,0.18,13,73,3,1,2012
64,1,0,1,0.5303,0.56,19,352,18,3,2012
94,3,0,3,0.5909,0.66,10,49,6,9,2012
52,1,0,2,0.5303,0.56,23,177,7,6,2012
78,1,0,2,0.5909,0.62,23,133,16,5,2012
62,1,0,3,0.6818,0.74,11,196,14,8,2012
55,1,0,1,0.1818,0.16,0,5,4,1,2011
81,2,0,4,0.2879,0.3,4,12,18,11,2012
36,1,0,1,0.2879,0.32,14,77,7,3,2011
55,1,0,3,0.697,0.76,21,398,28,6,2012
73,1,0,3,0.2424,0.64,4,9,17,8,2012
50,2,0,1,0.6212,0.64,19,425,15,3,2012
87,2,0,2,0.4091,0.4,10,150,10,4,2011
66,2,0,4,0.3939,0.38,17,280,18,11,2012
89,3,0,2,0.5909,0.66,15,116,12,6,2012
62,3,0,3,0.7121,0.76,18,891,1,8,2012
55,1,0,2,0.6818,0.74,17,341,28,5,2011
56,1,0,3,0.8182,0.84,23,148,7,7,2012
88,1,0,3,0.5303,0.56,4,4,21,8,2012
89,2,0,3,0.5909,0.66,7,24,14,8,2011
56,1,0,2,0.6212,0.64,0,113,5,6,2011
49,2,0,1,0.303,0.3,16,91,20,1,2011
70,2,0,4,0.3333,0.32,1,6,27,11,2012
51,1,0,3,0.6667,0.74,16,292,13,9,2011
75,1,0,4,0.3182,0.3,21,183,30,11,2012
61,1,1,2,0.6515,0.7,9,263,28,5,2012
83,2,0,3,0.5606,0.6,21,181,8,9,2012
38,1,0,3,0.8788,0.94,13,245,23,7,2011
76,2,0,2,0.4091,0.4,9,223,31,3,2012
26,1,0,3,0.7424,0.86,12,410,31,8,2012
77,1,0,4,0.4697,0.48,2,23,16,12,2011
40,1,0,2,0.3939,0.38,8,158,28,4,2012
64,2,0,1,0.2273,0.2,5,21,9,1,2012
78,2,0,3,0.5909,0.62,7,338,15,9,2011
66,1,0,3,0.697,0.74,3,50,31,7,2011
76,1,0,1,0.3333,0.34,3,23,13,3,2011
83,2,0,4,0.5303,0.56,4,10,2,10,2012
60,1,0,1,0.6061,0.6,13,686,17,3,2012
34,1,0,2,0.6364,0.7,15,644,3,6,2012
79,1,0,3,0.697,0.72,1,18,21,6,2012
54,1,0,1,0.1515,0.12,4,1,19,1,2012
61,1,0,1,0.2879,0.32,8,515,15,2,2012
72,1,0,2,0.4545,0.46,0,177,2,5,2011
75,2,0,1,0.2879,0.24,15,52,1,2,2011
93,3,0,2,0.2273,0.24,22,24,30,3,2011
86,3,0,1,0.1818,0.16,21,44,22,1,2012
50,2,0,4,0.4091,0.4,18,678,1,11,2012
87,1,0,1,0.2576,0.24,10,224,4,2,2012
76,2,0,4,0.4091,0.4,16,218,3,10,2011
47,1,0,2,0.6212,0.64,15,407,20,4,2012
87,3,0,1,0.4091,0.4,1,12,23,12,2011
28,1,0,1,0.303,0.32,13,357,10,3,2012
83,1,0,3,0.6364,0.68,3,6,9,8,2012
51,1,0,3,0.6667,0.74,0,88,5,7,2012
55,2,0,3,0.697,0.76,3,4,3,8,2011
72,1,0,2,0.5,0.52,6,23,17,6,2012
74,2,0,3,0.7121,0.74,13,78,25,7,2011
55,1,0,1,0.2121,0.18,23,12,3,1,2011
62,2,0,4,0.3939,0.38,20,259,19,11,2012
61,2,0,3,0.6364,0.68,3,9,13,7,2012
73,2,0,3,0.6061,0.64,5,5,14,7,2012
28,1,0,1,0.3333,0.32,14,78,23,2,2011
64,1,0,1,0.6061,0.6,12,282,19,3,2012
42,1,0,3,0.8182,0.88,13,527,4,8,2012
70,1,0,3,0.6515,0.7,23,100,29,7,2012
54,1,0,3,0.6515,0.7,9,222,16,7,2011
83,1,0,3,0.6061,0.66,1,28,24,6,2011
89,2,0,3,0.5758,0.64,21,221,22,9,2011
32,1,0,1,0.2576,0.24,18,157,3,1,2011
66,2,0,4,0.3333,0.36,22,74,18,11,2012
81,1,0,1,0.3485,0.36,7,326,23,2,2012
55,2,0,3,0.6818,0.74,20,447,9,7,2012
88,1,0,2,0.5303,0.56,8,353,25,4,2011
66,2,0,3,0.697,0.74,12,152,6,7,2011
86,4,0,1,0.1364,0.14,1,23,21,1,2012
88,1,1,4,0.5303,0.56,21,175,10,10,2011
77,1,0,3,0.4394,0.44,4,6,20,9,2012
86,3,0,1,0.2121,0.18,9,101,28,1,2011
27,1,0,4,0.3939,0.38,19,373,8,11,2012
50,1,0,3,0.8182,0.86,15,146,28,7,2011
63,1,0,3,0.8333,0.82,11,269,7,8,2011
93,3,0,1,0.3485,0.34,5,16,12,1,2012
42,1,0,2,0.5152,0.54,12,145,14,4,2011
56,1,0,1,0.2576,0.26,3,1,20,1,2011
62,2,0,2,0.6818,0.72,14,187,23,5,2011
77,1,0,2,0.5,0.52,21,239,2,5,2012
59,2,0,1,0.2273,0.2,13,52,11,1,2011
36,1,0,2,0.3182,0.32,14,164,27,3,2011
24,1,0,2,0.4545,0.46,17,664,26,3,2012
33,1,0,4,0.2879,0.3,8,668,8,11,2012
87,1,0,4,0.2576,0.24,3,3,31,10,2011
73,1,0,4,0.5303,0.56,0,102,5,10,2012
27,1,0,1,0.3939,0.38,16,108,8,3,2011
66,1,0,3,0.803,0.8,11,212,26,7,2012
32,1,0,2,0.5152,0.54,0,38,18,4,2012
100,1,0,3,0.5455,0.58,3,37,10,9,2011
93,2,0,1,0.303,0.34,8,255,28,2,2011
61,1,0,3,0.6515,0.7,22,226,15,8,2012
32,1,0,2,0.6212,0.68,20,225,20,4,2011
82,2,0,4,0.4091,0.4,23,54,3,10,2011
74,1,1,2,0.697,0.72,23,82,28,5,2012
56,1,0,4,0.5152,0.54,9,409,25,9,2012
81,2,0,4,0.3182,0.3,3,3,31,10,2012
52,2,0,3,0.7424,0.8,14,236,8,8,2012
56,1,0,3,0.6364,0.68,17,846,21,9,2012
69,1,0,1,0.2424,0.22,3,4,6,1,2012
79,2,0,3,0.697,0.72,23,87,5,8,2012
86,1,0,1,0.2121,0.14,7,3,30,1,2011
62,2,0,4,0.3333,0.36,20,168,10,11,2011
69,1,0,2,0.6212,0.66,19,448,21,5,2012
66,1,0,3,0.7273,0.76,10,382,15,7,2012
41,1,0,2,0.4545,0.46,0,20,7,4,2011
66,3,0,3,0.7273,0.76,17,812,14,8,2012
53,1,0,2,0.5455,0.58,0,49,4,6,2012
61,1,0,3,0.6515,0.7,5,45,29,6,2012
50,1,0,1,0.1212,0.12,1,1,10,1,2011
78,2,0,2,0.5455,0.58,22,217,5,5,2012
28,1,0,4,0.3333,0.36,16,325,28,11,2012
73,1,0,3,0.5909,0.62,6,23,3,9,2011
66,3,0,2,0.303,0.34,13,107,23,4,2012
31,1,0,3,0.697,0.8,11,211,28,6,2012
51,1,0,3,0.6667,0.74,20,280,16,8,2011
64,1,0,4,0.5152,0.54,20,227,18,10,2011
65,2,1,1,0.2727,0.28,23,30,25,12,2012
47,1,0,3,0.7727,0.84,13,314,27,7,2012
35,1,0,3,0.8182,0.9,12,276,5,7,2012
62,1,0,2,0.3485,0.36,23,57,4,5,2011
82,1,0,2,0.4848,0.5,6,28,21,5,2011
49,1,0,2,0.3182,0.3,0,15,6,4,2011
74,2,0,2,0.6212,0.66,14,242,4,5,2012
48,1,0,2,0.5,0.52,4,6,3,6,2011
31,1,0,3,0.803,0.9,14,275,6,7,2012
28,1,0,3,0.8333,0.94,14,214,17,7,2012
87,2,0,1,0.4091,0.4,1,29,27,1,2012
100,3,0,2,0.5,0.52,5,14,15,5,2011
54,2,0,2,0.4394,0.44,0,106,30,4,2011
44,1,0,2,0.4394,0.44,0,56,6,5,2011
49,1,0,2,0.5152,0.54,3,5,3,6,2011
77,2,0,3,0.7727,0.76,8,384,29,7,2011
59,1,0,1,0.1212,0.14,7,170,3,1,2012
46,1,0,4,0.303,0.34,10,132,16,12,2011
51,1,0,3,0.6515,0.7,14,265,15,7,2011
26,1,0,2,0.4394,0.44,9,179,8,4,2012
73,3,0,4,0.5909,0.6,14,171,11,10,2011
35,1,0,4,0.4242,0.42,15,549,17,11,2012
74,1,0,1,0.197,0.18,8,228,4,3,2011
26,1,0,3,0.7121,0.84,16,513,23,6,2012
37,1,0,1,0.5455,0.58,15,449,7,1,2012
81,1,0,4,0.303,0.28,1,13,23,11,2012
53,1,0,4,0.6212,0.6,12,235,7,10,2011
37,1,0,1,0.197,0.22,9,115,5,1,2011
47,1,0,1,0.197,0.2,6,33,5,1,2011
65,2,0,1,0.2576,0.26,19,146,25,1,2011
44,1,0,1,0.4394,0.44,11,150,12,3,2012
76,1,0,2,0.3636,0.36,8,654,25,4,2012
